id,careers,courses
2235,Chief Executives,Bachelor of Arts Economics (Hons)
2236,Chief Executives,Bachelor of Arts in Economics (Honours)
2237,Chief Executives,Bachelor of Arts in Economics (Honours) Self Financed
2238,Chief Executives,BA Economics
2239,Chief Executives,Bachelor of Commerce With Major in Accounting and Finance
2240,Chief Executives,Bachelor of Business Administration in Financial Management (Hons)
2241,Chief Executives,Bachelor of Commerce in Finance (Hons)
2242,Chief Executives,Bachelor of Commerce in Finance (Honours)
2243,Chief Executives,Bachelor of Commerce in Finance (Honours) Self Financed
2244,Chief Executives,BACHELORS (HONOURS) WITH COMMERCE (FINANCE) AS MAJOR
2245,Farm and Health Managers,Bachelor of Science with Major in Botany
2246,Farm and Health Managers,BACHELORS (HONOURS) WITH BOTANY AS MAJOR
2247,Farm and Health Managers,Bachelor of Science Botany (Hons)
2248,Farm and Health Managers,Bachelor of Science Botany (Honours)
2249,Farm and Health Managers,Bachelor of Science Botany (Honours) Self Financed
2250,Farm and Health Managers,Bachelor of Science in Botany (Integrated)
2251,Farm and Health Managers,Bachelor of Science in Botany (Integrated) Self Financed
2252,Farm and Health Managers,BSc Botany
2253,Farm and Health Managers,BSc in Botany
2254,Farm and Health Managers,Bachelor of Science With Major in Zoology
2255,Farm and Health Managers,BACHELORS (HONOURS) WITH ZOOLOGY AS MAJOR
2256,Farm and Health Managers,Bachelor of Science Zoology (Hons)
2257,Farm and Health Managers,Bachelor of Science in Zoology (Integrated)
2258,Farm and Health Managers,Bachelor of Science in Zoology (Integrated) Self Financed
2259,Farm and Health Managers,Bachelor of Science in Zoology (Honours)
2260,Farm and Health Managers,Bachelor of Science in Zoology (Honours) Self Financed
2261,Farm and Health Managers,BACHELORS OF SCIENCE IN ZOLOOGY AS MAJOR
2262,Farm and Health Managers,BSc Zoology
2263,Farm and Health Managers,BSc in Zoology
2264,Farm and Health Managers,Bachelor of Science With Major in Environmental Science
2265,Farm and Health Managers,BACHELORS (HONOURS) WITH ENVIRONMENTAL SCIENCE AS MAJOR
2266,Farm and Health Managers,Bachelor of Science Environmental Science (Hons)
2267,Farm and Health Managers,BACHELORS (HONOURS) WITH FOOD SCIENCE & TECHNOLOGY AS MAJOR
2268,Farm and Health Managers,Bachelor of Science Food Science & Technology (Hons)
2269,Farm and Health Managers,BACHELORS (HONOURS) WITH BIO-RESOURCES AS MAJOR
2270,Financial Consultant,Bachelor of Commerce With Major in Accounting and Finance
2271,Financial Consultant,Bachelor of Business Administration in Financial Management (Hons)
2272,Financial Consultant,Bachelor of Commerce in Finance (Hons)
2273,Financial Consultant,Bachelor of Commerce in Finance (Honours)
2274,Financial Consultant,Bachelor of Commerce in Finance (Honours) Self Financed
2275,Financial Consultant,BACHELORS (HONOURS) WITH COMMERCE (FINANCE) AS MAJOR
2276,Financial Consultant,Bachelor of Commerce (Hons)
2277,Financial Consultant,BACHELORS (HONOURS) WITH MANAGEMENT (COMMERCE) AS MAJOR
2278,Financial Consultant,Bachelor of Commerce
2279,Financial Consultant,Bachelor of Social and Behavioral Science With Major in Economics
2280,Financial Consultant,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR
2281,Financial Consultant,Bachelor of Arts Economics (Hons)
2282,Financial Consultant,Bachelor of Arts in Economics (Honours)
2283,Financial Consultant,Bachelor of Arts in Economics (Honours) Self Financed
2284,Financial Consultant,BA Economics
2285,Financial Consultant,Bachelor of Commerce With Major in Business Studies
2286,Financial Consultant,Bachelor of Management with Major in Business Management
2287,Financial Consultant,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR
2288,Financial Consultant,Bachelor of business Administration (Hons)
2289,Financial Consultant,Bachelor of Business Administration (Honours)
2290,Financial Consultant,Bachelor of Business Administration (Honours) Self Financed
2291,Financial Consultant,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR
2292,Financial Consultant,Bachelor of Commerce in Accounting & Taxation (Hons)
2293,Financial Consultant,Bachelor of Commerce in Accounting & Taxation (Honours)
2294,Financial Consultant,Bachelor of Commerce in Accounting & Taxation (Honours) Self Financed
2295,"Judges, Magistrate Judges, and Magistrates",Bachelor of Social and Behavioural Science With Major in Political Science
2296,"Judges, Magistrate Judges, and Magistrates",BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR
2297,"Judges, Magistrate Judges, and Magistrates",Bachelor of Arts Political Science (Hons)
2298,"Judges, Magistrate Judges, and Magistrates",BA Political Science
2299,"Judges, Magistrate Judges, and Magistrates",Bachelor of Social and Behavioural Science With Major in History
2300,"Judges, Magistrate Judges, and Magistrates",BACHELORS (HONOURS) WITH HISTORY AS MAJOR
2301,"Judges, Magistrate Judges, and Magistrates",Bachelor of Arts History (Hons)
2302,"Judges, Magistrate Judges, and Magistrates",BA History
2303,"Judges, Magistrate Judges, and Magistrates",Bachelor of Social and Behavioural Science With Major in Philosophy
2304,"Judges, Magistrate Judges, and Magistrates",Bachelor of Arts Philosophy (Hons)
2305,"Judges, Magistrate Judges, and Magistrates",BACHELORS (HONOURS) WITH PHILOSOPHY AS MAJOR
2306,"Judges, Magistrate Judges, and Magistrates",BA Philosophy
2307,Lawyers,Bachelor of Social and Behavioural Science With Major in Political Science
2308,Lawyers,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR
2309,Lawyers,Bachelor of Arts Political Science (Hons)
2310,Lawyers,BA Political Science
2311,Lawyers,Bachelor of Social and Behavioural Science With Major in History
2312,Lawyers,BACHELORS (HONOURS) WITH HISTORY AS MAJOR
2313,Lawyers,Bachelor of Arts History (Hons)
2314,Lawyers,BA History
2315,Lawyers,Bachelor of Social and Behavioural Science With Major in Philosophy
2316,Lawyers,Bachelor of Arts Philosophy (Hons)
2317,Lawyers,BACHELORS (HONOURS) WITH PHILOSOPHY AS MAJOR
2318,Lawyers,BA Philosophy
2319,Legislators,Bachelor of Social and Behavioural Science With Major in Political Science
2320,Legislators,BACHELORS (HONOURS) WITH POLITICAL SCIENCE AS MAJOR
2321,Legislators,Bachelor of Arts Political Science (Hons)
2322,Legislators,BA Political Science
2323,Legislators,Bachelor of Social and Behavioral Science With Major in Economics
2324,Legislators,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR
2325,Legislators,Bachelor of Arts Economics (Hons)
2326,Legislators,Bachelor of Arts in Economics (Honours)
2327,Legislators,Bachelor of Arts in Economics (Honours) Self Financed
2328,Legislators,BA Economics
2329,Legislators,Bachelor of Social and Behavioural Science With Major in History
2330,Legislators,BACHELORS (HONOURS) WITH HISTORY AS MAJOR
2331,Legislators,Bachelor of Arts History (Hons)
2332,Legislators,BA History
2333,Legislators,Bachelor of Social and Behavioural Science With Major in Sociology
2334,Legislators,BACHELORS (HONOURS) WITH SOCIOLOGY AS MAJOR
2335,Legislators,Bachelor of Arts Sociology (Hons)
2336,Legislators,BA Sociology
2337,Market Research Analysts and Marketing Specialists,Bachelor of Business Administration in Marketing Management (Hons)
2338,Market Research Analysts and Marketing Specialists,Bachelor of Commerce With Major in Business Studies
2339,Market Research Analysts and Marketing Specialists,Bachelor of Management with Major in Business Management
2340,Market Research Analysts and Marketing Specialists,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR
2341,Market Research Analysts and Marketing Specialists,Bachelor of business Administration (Hons)
2342,Market Research Analysts and Marketing Specialists,Bachelor of Business Administration (Honours)
2343,Market Research Analysts and Marketing Specialists,Bachelor of Business Administration (Honours) Self Financed
2344,Market Research Analysts and Marketing Specialists,Bachelor of Commerce (Hons)
2345,Market Research Analysts and Marketing Specialists,BACHELORS (HONOURS) WITH MANAGEMENT (COMMERCE) AS MAJOR
2346,Market Research Analysts and Marketing Specialists,Bachelor of Commerce
2347,Market Research Analysts and Marketing Specialists,Bachelor of Science With Major in Statistics
2348,Market Research Analysts and Marketing Specialists,BACHELORS (HONOURS) WITH STATISTICS AS MAJOR
2349,Market Research Analysts and Marketing Specialists,Bachelor of Science Statistics (Hons)
2350,Market Research Analysts and Marketing Specialists,Bachelor of Arts/Science Statistics (Hons)
2351,Market Research Analysts and Marketing Specialists,Bachelor of Social and Behavioral Science With Major in Economics
2352,Market Research Analysts and Marketing Specialists,BACHELORS (HONOURS) WITH ECONOMICS AS MAJOR
2353,Market Research Analysts and Marketing Specialists,Bachelor of Arts Economics (Hons)
2354,Market Research Analysts and Marketing Specialists,Bachelor of Arts in Economics (Honours)
2355,Market Research Analysts and Marketing Specialists,Bachelor of Arts in Economics (Honours) Self Financed
2356,Market Research Analysts and Marketing Specialists,BA Economics
2357,Market Research Analysts and Marketing Specialists,BACHELORS (HONOURS) WITH MASS COMMUNICATION AND MULTIMEDIA PRODUCTION AS MAJOR
2358,Market Research Analysts and Marketing Specialists,Bachelor of Multimedia and Mass Communication
2359,Market Research Analysts and Marketing Specialists,Bachelor of Arts Journalism & Mass Communication (Hons)
2360,Market Research Analysts and Marketing Specialists,BA Mass Communication and Multimedia Production
2361,Media Programming Directors,BACHELORS (HONOURS) WITH MASS COMMUNICATION AND MULTIMEDIA PRODUCTION AS MAJOR
2362,Media Programming Directors,Bachelor of Multimedia and Mass Communication
2363,Media Programming Directors,Bachelor of Arts Journalism & Mass Communication (Hons)
2364,Media Programming Directors,BA Mass Communication and Multimedia Production
2365,Media Programming Directors,Bachelor of Arts & Humanities With Major in English/English Literature
2366,Media Programming Directors,BACHELORS (HONOURS) WITH ENGLISH LITERATURE AS MAJOR
2367,Media Programming Directors,Bachelor of Arts English (Hons)
2368,Media Programming Directors,Bachelor of Arts English Literature (Hons)
2369,Media Programming Directors,Bachelor of Arts in English Literature (Honours)
2370,Media Programming Directors,Bachelor of Arts in English Literature (Honours) Self Financed
2371,Media Programming Directors,BA English Literature
2372,Media Programming Directors,Design Your Degree
2373,Media Programming Directors,Design Your Degree (DYD)
2374,"Meeting, Convention, and Event Planners",Bachelor of Commerce With Major in Business Studies
2375,"Meeting, Convention, and Event Planners",Bachelor of Management with Major in Business Management
2376,"Meeting, Convention, and Event Planners",BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR
2377,"Meeting, Convention, and Event Planners",Bachelor of business Administration (Hons)
2378,"Meeting, Convention, and Event Planners",Bachelor of Business Administration (Honours)
2379,"Meeting, Convention, and Event Planners",Bachelor of Business Administration (Honours) Self Financed
2380,"Meeting, Convention, and Event Planners",Bachelor of Business Administration in Marketing Management (Hons)
2381,"Meeting, Convention, and Event Planners",BACHELORS (HONOURS) WITH MASS COMMUNICATION AND MULTIMEDIA PRODUCTION AS MAJOR
2382,"Meeting, Convention, and Event Planners",Bachelor of Multimedia and Mass Communication
2383,"Meeting, Convention, and Event Planners",Bachelor of Arts Journalism & Mass Communication (Hons)
2384,"Meeting, Convention, and Event Planners",BA Mass Communication and Multimedia Production
2385,Office and General Managers,Bachelor of Commerce With Major in Business Studies
2386,Office and General Managers,Bachelor of Management with Major in Business Management
2387,Office and General Managers,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR
2388,Office and General Managers,Bachelor of business Administration (Hons)
2389,Office and General Managers,Bachelor of Business Administration (Honours)
2390,Office and General Managers,Bachelor of Business Administration (Honours) Self Financed
2391,Office and General Managers,Bachelor of Commerce (Hons)
2392,Office and General Managers,BACHELORS (HONOURS) WITH MANAGEMENT (COMMERCE) AS MAJOR
2393,Office and General Managers,Bachelor of Commerce
2394,Office and General Managers,Bachelor of Social and Behavioural Science With Major in Public Administration
2395,Office and General Managers,BACHELORS (HONOURS) WITH PUBLIC ADMINISTRATION AS MAJOR
2396,Office and General Managers,Bachelor of Arts Public Administration (Hons)
2397,Office and General Managers,BA Public Administration
2398,Property and Hospitality Managers,Bachelor of Commerce With Major in Business Studies
2399,Property and Hospitality Managers,Bachelor of Management with Major in Business Management
2400,Property and Hospitality Managers,BACHELORS (HONOURS) WITH BUSINESS ADMINISTRATION AS MAJOR
2401,Property and Hospitality Managers,Bachelor of business Administration (Hons)
2402,Property and Hospitality Managers,Bachelor of Business Administration (Honours)
2403,Property and Hospitality Managers,Bachelor of Business Administration (Honours) Self Financed
2404,Property and Hospitality Managers,Bachelor of Commerce (Hons)
2405,Property and Hospitality Managers,BACHELORS (HONOURS) WITH MANAGEMENT (COMMERCE) AS MAJOR
2406,Property and Hospitality Managers,Bachelor of Commerce
2407,Property and Hospitality Managers,Bachelor of Business Administration in Marketing Management (Hons)
2408,Public Relations Specialists,BACHELORS (HONOURS) WITH MASS COMMUNICATION AND MULTIMEDIA PRODUCTION AS MAJOR
2409,Public Relations Specialists,Bachelor of Multimedia and Mass Communication
2410,Public Relations Specialists,Bachelor of Arts Journalism & Mass Communication (Hons)
2411,Public Relations Specialists,BA Mass Communication and Multimedia Production
2412,Public Relations Specialists,Bachelor of Arts & Humanities With Major in English/English Literature
